query,doc_id,relevant
1,150644_0_0,1
1,171370_9_15,1
1,513389_0_27,1
1,453328_0_51,1
1,295049_0_16,1
1,467457_1_1,0
1,309405_0_9,1
1,39160_0_4,0
1,510724_0_47,1
1,98609_0_17,0
1,347761_2_46,0
1,178525_0_11,0
1,117396_0_14,1
1,277666_1_14,1
1,103930_0_2,1
1,419668_1_8,0
1,912_0_1,1
1,518215_0_14,1
1,149846_0_1,0
1,203249_2_27,1
1,139371_0_30,0
1,543000_0_31,1
1,44698_8_14,1
1,321671_0_2,0
1,142522_0_44,0
1,202752_31_0,0
1,395267_0_31,0
1,145311_0_12,1
1,416448_0_10,1
1,108353_0_3,0
1,314111_0_54,0
1,259136_0_18,1
1,211409_2_1,1
1,180885_1_3,0
1,143817_0_1,0
1,98803_0_0,1
1,98127_0_5,0
1,436907_1_18,1
1,535150_0_30,1
1,296094_0_1,1
1,362764_6_12,1
1,501579_0_5,0
1,213457_0_6,1
1,382193_0_12,1
1,252625_0_20,1
1,276095_1_13,0
1,503761_0_12,0
1,510222_0_28,1
1,97986_0_173,0
1,77487_1_23,0
1,332080_0_76,1
1,154695_0_49,1
1,98175_0_62,0
1,268130_0_46,0
1,500231_0_27,1
1,337589_0_13,1
1,118136_4_6,0
1,336415_0_0,1
1,508064_0_22,0
1,551041_0_18,0
1,13578_0_25,0
1,150064_0_14,0
1,523657_0_6,0
1,9957_0_37,0
1,321502_0_0,1
1,167898_1_7,1
1,202752_15_52,0
1,248520_0_0,0
1,171153_0_6,1
1,475041_1_19,1
1,457815_0_9,1
1,170155_0_6,1
1,77926_0_9,1
1,137849_0_39,1
1,33752_0_18,0
1,255443_0_105,1
1,101836_0_2,1
1,501107_0_11,0
1,261633_0_10,0
1,346985_9_11,0
1,539512_0_28,0
1,145467_0_88,1
1,296614_0_13,1
1,29507_0_4,1
1,98486_0_30,0
1,296909_3_3,0
1,454179_0_33,1
1,50263_0_0,1
1,260422_0_20,0
1,546511_0_8,1
1,66174_0_21,0
1,111189_3_5,1
1,27176_0_7,0
1,141621_0_12,0
1,226831_5_18,1
1,498792_0_32,0
1,154895_1_15,0
1,265667_1_32,1
1,103964_2_0,1
1,157069_0_18,1
1,536163_4_18,0
1,103317_0_30,0
1,98227_0_51,0
1,180073_0_58,0
1,413959_1_3,0
1,153516_0_6,1
1,260266_0_10,1
1,232558_1_5,0
1,189456_0_22,0
1,375105_7_25,0
1,98155_0_27,0
1,490788_0_10,1
1,336476_0_10,1
1,515007_0_0,0
1,550004_0_17,0
1,310694_2_6,0
1,427022_0_17,0
1,205841_0_59,1
1,507945_0_2,1
1,119987_1_46,1
1,551342_0_44,1
1,428730_0_37,1
1,501621_0_30,1
1,498083_0_12,0
1,468443_0_6,1
1,543720_0_12,1
1,459551_0_46,1
1,5329_0_24,0
1,90287_0_53,1
1,371633_3_3,0
1,98412_0_3,1
1,98464_0_12,0
1,260559_0_28,0
1,246484_0_51,1
1,98455_0_3,0
1,373481_0_5,0
1,366040_0_8,1
1,254519_0_34,1
1,98860_0_5,0
1,466211_0_2,1
1,75481_0_13,1
1,98349_0_6,0
1,85205_1_3,0
1,114823_0_54,0
1,208629_0_44,1
1,98892_0_70,1
1,463374_1_3,1
1,546926_0_27,1
1,6492_0_35,1
1,372201_1_1,0
1,462708_0_32,1
1,435595_0_8,0
1,317665_0_13,0
1,70800_1_15,1
1,455188_0_50,1
1,357221_0_4,1
1,135180_15_1,1
1,271861_0_14,0
1,516725_0_11,0
1,452558_0_0,1
1,268819_0_1,0
1,513248_0_4,1
1,39373_2_7,1
1,238346_0_22,1
1,502437_0_59,1
1,511807_0_27,1
1,98643_3_9,1
1,176918_3_5,1
1,538925_0_24,1
1,339270_0_5,1
1,260841_0_527,1
1,339339_0_20,0
1,74184_0_29,1
1,524947_1_21,0
1,21514_1_14,1
1,30130_6_7,0
1,400759_42_101,0
1,426843_1_21,1
1,321561_0_73,1
1,98506_0_20,1
1,160100_0_46,1
1,209107_0_31,1
1,99038_0_0,1
1,61875_1_15,0
1,493599_1_5,1
1,56230_1_19,0
1,7498_0_42,1
1,370228_0_50,0
1,152275_0_93,0
1,98306_0_8,0
1,441358_0_49,1
1,79726_49_4,0
1,175201_0_6,0
1,311231_0_25,1
1,380094_0_1,1
1,160361_0_44,0
1,101528_0_18,1
1,40801_0_0,0
1,171081_0_15,0
1,170663_0_2,1
1,515188_0_10,1
1,98720_0_0,0
1,433898_0_82,1
1,258118_0_29,1
1,85187_0_16,1
1,405639_1_36,1
1,64933_5_3,1
1,260841_0_537,1
1,492576_3_31,0
1,17444_0_2,1
1,478321_0_21,1
1,543546_0_10,1
1,362398_0_11,0
1,87352_0_3,1
1,156674_0_2,0
1,55393_0_25,0
1,49865_3_33,0
1,134587_0_9,0
1,352986_0_5,1
1,41889_2_19,1
1,482630_0_36,0
1,98740_0_43,0
1,70960_0_0,1
1,356553_0_112,1
1,22940_1_6,0
1,494865_0_17,1
1,505961_0_19,1
1,404724_0_25,1
1,514532_0_9,0
1,801_0_98,0
1,268788_0_44,0
1,317781_0_9,1
1,491981_1_3,0
1,518131_0_2,0
1,105814_0_1,1
1,351237_0_40,0
1,280866_0_33,0
1,289761_0_11,1
1,178661_0_23,1
1,307381_9_0,0
1,84757_0_20,0
1,177830_0_14,1
1,98044_0_10,1
1,231520_0_69,0
1,27888_0_0,1
1,399458_0_10,0
1,1388_0_21,0
1,362524_1_12,0
1,19762_0_3,0
1,416678_0_22,1
1,236672_0_0,1
1,543569_0_27,0
1,59353_0_1,1
1,541001_0_17,1
1,492576_2_31,0
1,303534_0_12,0
1,303082_2_3,1
1,490050_0_11,0
1,408658_1_1,0
1,350294_0_39,0
1,78913_0_39,1
1,218138_0_0,0
1,204019_0_52,0
1,522607_0_32,1
1,437058_4_28,0
1,183649_1_4,0
1,255553_0_15,1
1,277279_0_21,1
1,98156_0_60,0
1,278756_0_37,0
1,468307_0_2,0
1,333308_5_4,1
1,476631_0_10,1
1,303579_0_54,1
1,98041_0_20,1
1,98720_0_1,0
1,216105_12_18,0
1,512574_0_24,0
1,156253_0_1,0
1,334793_0_3,1
1,498780_0_44,1
1,2025_0_2,0
1,332758_1_3,1
1,392897_0_2,0
1,196848_0_25,1
1,473973_0_3,1
1,99614_0_31,1
1,468996_3_57,1
1,396606_0_22,1
1,543720_0_3,1
1,547686_0_24,0
1,41301_0_59,1
1,546390_0_8,1
1,117021_0_8,1
1,263753_0_86,1
1,224099_0_31,1
1,295982_0_21,1
1,52227_0_9,0
1,48164_7_64,0
1,305759_1_10,1
1,405573_19_11,0
1,526068_2_5,1
1,145485_0_15,1
1,70075_0_21,1
1,165199_0_52,0
1,538582_0_22,1
1,70960_0_3,1
1,358162_0_11,1
1,475865_0_14,0
1,91886_0_13,1
1,98351_5_158,0
1,348808_0_12,0
1,207899_0_27,1
1,213089_3_10,0
1,315104_4_16,0
1,286858_0_41,0
1,382069_0_14,0
1,74791_1_31,1
1,493191_0_40,1
1,206774_0_49,1
1,125538_1_44,0
1,219707_0_9,0
1,98878_0_29,1
1,261107_0_7,0
1,446899_0_167,1
1,537686_0_8,0
1,441745_2_4,0
1,98892_0_71,1
1,24802_0_3,0
1,399076_0_16,0
1,374555_1_1,1
1,402723_0_13,1
1,296061_0_0,0
1,146102_0_0,1
1,4912_0_36,1
1,476379_0_51,0
1,526407_0_52,1
1,126466_0_9,1
1,46628_0_9,1
1,450635_0_37,1
1,472425_0_17,0
1,395836_0_18,1
1,137183_0_26,1
1,98004_0_6,0
1,155566_0_2,1
1,532868_0_25,1
1,300405_0_1,0
1,98717_0_187,0
1,114823_0_3,1
1,125538_0_44,0
1,328421_0_13,1
1,138544_0_3,1
1,468558_0_3,0
1,544381_0_30,1
1,314346_0_32,0
1,328577_0_9,0
1,288757_0_4,1
1,442872_0_143,0
1,476825_3_22,1
1,229625_0_9,0
1,80356_1_0,1
1,232807_0_12,0
1,422313_0_3,1
1,58787_0_83,1
1,266946_0_37,1
1,32481_14_4,1
1,237149_0_0,1
1,305067_2_0,0
1,456279_0_4,0
1,493109_0_23,0
1,399167_0_11,1
1,114870_0_4,0
1,482067_0_91,1
1,354734_2_4,1
1,431268_0_4,0
1,493986_0_25,1
1,262251_0_46,0
1,250074_1_18,1
1,464579_0_11,1
1,342472_0_11,0
1,71471_0_12,1
1,525743_0_21,1
1,54264_0_11,1
1,386734_0_1,0
1,98725_1_5,0
1,142766_0_43,0
1,210200_1_12,1
1,335139_0_128,1
1,253518_0_51,1
1,310269_5_26,0
1,46422_0_9,0
1,420886_0_1,1
1,465440_0_4,0
1,362875_0_35,0
1,484288_1_26,0
1,98847_0_4,0
1,346707_0_30,1
1,22466_0_40,0
1,207184_0_86,1
1,192827_0_8,1
1,506073_0_7,1
1,81708_2_1,1
1,208984_0_16,0
1,500447_0_64,1
1,98429_0_154,0
1,278765_0_1,1
1,478577_0_33,1
1,195552_2_36,1
1,348162_0_70,1
1,411160_0_15,0
1,56049_0_64,1
1,255557_4_6,0
1,452739_0_36,1
1,401163_0_1,1
1,503120_1_20,1
1,430985_5_45,0
1,50390_0_5,0
1,148606_1_16,1
1,150943_2_16,1
1,269489_1_10,1
1,140661_0_28,1
1,341027_0_22,1
1,322235_0_3,0
1,437005_3_23,0
1,244915_0_84,0
1,98920_1_12,0
1,312096_1_7,1
1,349318_0_5,1
1,98678_0_5,1
1,202752_7_44,0
1,169922_3_15,0
1,510007_0_7,1
1,5303_0_5,1
1,294148_0_5,0
1,163079_0_1,1
1,307188_0_2,0
1,1984_0_15,1
1,7498_2_43,1
1,340501_0_3,1
1,467597_0_26,1
1,255244_1_15,1
1,331347_7_5,0
1,499395_0_9,1
1,537552_1_2,0
1,503507_0_59,1
1,150824_0_7,0
1,508684_1_39,1
1,445703_0_9,1
1,12068_0_52,0
1,202752_52_15,0
1,98602_1_3,0
1,224491_0_13,0
1,2240_0_18,1
1,492576_0_52,0
1,412910_0_37,1
1,294243_2_10,1
1,48302_1_11,1
1,125123_0_14,0
1,285734_9_9,0
1,356553_0_75,1
1,348370_0_9,0
1,466203_0_7,0
1,108794_0_49,0
1,508693_0_17,1
1,299251_1_4,1
1,123077_0_2,1
1,528230_2_12,1
1,196129_0_6,1
1,256427_0_26,1
1,494533_0_33,1
2,167485_0_47,1
2,175552_1_39,1
2,98174_0_14,0
2,517456_0_20,1
2,343023_0_1,1
2,401727_0_3,0
2,383443_0_27,1
2,414454_0_17,1
2,175407_5_0,0
2,56144_2_0,0
2,98351_4_157,0
2,448891_9_3,0
2,87681_0_34,0
2,344268_0_90,0
2,458863_0_5,1
2,98705_0_29,0
2,118414_1_34,0
2,248631_0_6,1
2,9204_0_2,1
2,49652_0_18,0
2,91910_1_22,1
2,131868_0_19,1
2,492215_0_9,0
2,65273_0_1,0
2,514433_0_49,0
2,545796_0_24,1
2,25317_1_22,1
2,310778_0_41,0
2,29157_0_20,0
2,280945_0_29,1
2,488087_0_1,0
2,203861_0_1,1
2,183893_0_0,1
2,101004_10_2,0
2,145463_2_11,0
2,436435_0_97,0
2,312585_0_1,0
2,202752_42_64,0
2,18658_0_36,0
2,448891_9_4,0
2,516908_0_1,1
2,98153_0_1,0
2,141872_0_12,1
2,509395_0_13,1
2,538730_1_44,0
2,96019_0_6,0
2,33915_0_8,0
2,247830_0_7,1
2,510246_0_25,1
2,98741_1_24,0
2,258799_0_10,0
2,481157_0_59,1
2,319064_0_39,0
2,82398_0_15,0
2,338272_0_0,0
2,185458_0_14,1
2,203739_0_3,1
2,98096_1_31,0
2,12178_0_15,0
2,202752_5_31,0
2,333570_0_6,0
2,181451_0_0,0
2,315649_0_15,1
2,164189_0_31,1
2,290691_0_20,0
2,510246_0_2,1
2,278026_0_8,0
2,386599_0_10,0
2,22635_5_6,0
2,531151_0_8,1
2,471661_0_30,0
2,6562_2_8,0
2,225278_1_4,0
2,455929_2_61,0
2,99306_27_5,0
2,545147_0_44,0
2,505053_0_18,0
2,297831_0_4,0
2,260422_0_21,0
2,100014_4_9,0
2,538050_0_104,1
2,181585_0_32,0
2,291605_3_9,0
2,531986_0_17,0
2,530201_0_11,0
2,463972_0_15,1
2,851_0_9,0
2,314535_0_11,1
2,14782_0_31,0
2,457828_1_32,0
2,335397_2_6,1
2,143879_0_26,1
2,171842_0_0,0
2,446012_1_6,1
2,251205_0_31,0
2,49073_0_88,1
2,533738_0_17,0
2,332277_0_3,0
2,152253_0_33,1
2,162738_0_0,0
2,539777_0_121,0
2,170154_0_32,0
2,259754_0_2,0
2,354037_5_13,1
2,87067_0_1,1
2,65674_2_7,0
2,334632_0_4,0
2,529358_0_32,0
2,167914_0_16,0
2,353038_0_15,0
2,550004_0_16,0
2,472554_0_33,1
2,171556_0_31,0
2,504038_0_40,0
2,87683_0_16,0
2,498328_0_51,0
2,292722_1_6,1
2,437857_1_22,0
2,164353_0_21,0
2,1976_0_12,0
2,98444_0_9,0
2,10421_1_20,0
2,463029_1_27,0
2,149866_1_13,0
2,430954_5_21,1
2,98351_0_157,0
2,81125_0_26,0
2,141763_0_13,0
2,137011_0_11,1
2,155762_1_12,0
2,296028_0_4,1
2,405823_0_12,0
2,215135_0_43,1
2,263416_0_8,1
2,363962_1_6,0
2,497650_0_30,0
2,173903_0_22,0
2,207157_0_34,0
2,214101_0_37,0
2,189764_1_0,0
2,386999_1_11,0
2,455296_0_14,0
2,159592_0_18,0
2,523463_0_30,0
2,203162_0_15,0
2,197961_0_2,0
2,187880_0_0,0
2,310165_1_0,0
2,98156_0_71,0
2,98927_1_14,0
2,12029_0_10,0
2,416114_0_20,1
2,415035_0_83,1
2,423999_0_38,0
2,113142_1_50,0
2,316443_0_1,1
2,107558_5_3,0
2,517634_0_16,1
2,347545_0_28,0
2,438046_0_3,0
2,192587_0_7,1
2,279095_0_4,1
2,306220_0_45,1
2,366101_11_0,1
2,5684_5_21,1
2,444925_0_38,0
2,434368_0_36,0
2,317034_0_1,1
2,98431_1_1,1
2,518628_0_10,1
2,301746_0_34,1
2,80964_0_4,1
2,148611_1_22,0
2,345737_0_0,0
2,143316_4_20,0
2,154368_0_13,1
2,489421_0_3,0
2,46477_2_27,0
2,317266_0_52,1
2,182717_0_22,1
2,440336_0_105,0
2,98890_1_36,0
2,21919_0_4,0
2,116343_0_0,0
2,336271_0_48,0
2,253447_0_61,1
2,333649_0_8,0
2,494420_0_38,0
2,98264_0_6,0
2,266396_0_104,0
2,305469_0_18,1
2,98786_3_4,0
2,98013_0_8,0
2,304175_0_16,1
2,113523_1_24,0
2,347548_0_3,1
2,461100_1_181,0
2,522931_0_18,0
2,519509_0_1,0
2,86481_0_40,1
2,50509_3_128,1
2,15456_0_4,0
2,484097_14_29,0
2,546689_0_31,0
2,476962_0_39,0
2,237371_0_76,1
2,98295_9_12,0
2,183004_0_27,0
2,266396_0_98,0
2,55335_0_6,1
2,470441_0_13,1
2,266395_1_18,0
2,337001_0_7,0
2,310426_0_9,1
2,143716_0_9,1
2,446713_0_25,0
2,245784_0_9,0
2,296842_0_17,0
2,506491_0_10,0
2,205565_0_22,0
2,133261_0_40,1
2,542812_0_2,0
2,320246_0_40,0
2,324106_0_30,1
2,459748_0_24,0
2,445267_2_7,1
2,257488_0_11,1
2,338280_0_1,0
2,326661_1_17,0
2,393602_0_3,0
2,341974_0_50,1
2,477869_0_13,1
2,264587_1_8,0
2,46971_2_32,0
2,497966_0_22,1
2,401851_0_2,1
2,500922_0_31,0
2,263787_4_6,0
2,311534_0_77,1
2,47029_0_23,0
2,250588_0_71,1
2,341000_0_16,0
2,202752_42_65,0
2,449761_0_11,1
2,308966_1_4,1
2,368297_0_18,0
2,276187_0_33,0
2,73443_11_2,1
2,235843_3_40,0
2,158897_0_4,1
2,441383_0_23,0
2,313423_0_30,1
2,450912_2_5,0
2,466652_0_0,0
2,192802_0_45,1
2,160289_0_17,1
2,98431_0_9,1
2,150266_0_20,0
2,347480_0_3,0
2,543308_0_7,0
2,471381_2_31,0
2,191327_1_6,0
2,314347_0_8,1
2,509545_0_69,0
2,82398_0_16,0
2,406234_0_22,1
2,111641_0_36,1
2,432892_0_22,1
2,448675_0_12,0
2,295966_0_27,0
2,158897_1_4,1
2,550738_0_2,1
2,443430_0_1,1
2,163021_5_0,0
2,467457_1_1,0
2,29950_0_87,1
2,418924_2_21,1
2,98609_0_17,0
2,99267_0_47,1
2,270427_0_42,1
2,165919_0_55,1
2,542219_0_56,0
2,181539_8_0,1
2,467320_0_50,0
2,71845_0_43,0
2,118563_0_21,0
2,169138_0_13,0
2,400545_0_5,1
2,321671_0_2,0
2,440512_0_4,1
2,135980_0_202,0
2,202752_31_0,0
2,108353_0_3,0
2,20365_0_15,1
2,260422_0_22,0
2,108341_0_15,0
2,98803_0_0,0
2,497785_0_15,0
2,98127_0_5,0
2,508760_0_49,0
2,220880_0_30,0
2,243293_0_16,1
2,357591_0_13,0
2,533582_24_24,0
2,316180_0_29,1
2,335865_0_1,1
2,511355_0_34,1
2,382395_4_5,0
2,439158_0_33,0
2,9967_0_1,0
2,110347_1_53,1
2,98175_0_62,0
2,118136_4_6,0
2,299820_1_4,0
2,295966_0_25,1
2,508064_0_22,0
2,504249_0_4,0
2,134201_0_3,1
2,248520_0_0,0
2,200255_0_27,0
2,189040_2_51,0
2,259342_0_5,1
2,493909_0_34,1
2,243726_0_5,0
2,505804_0_61,1
2,358250_0_0,0
2,480768_0_24,0
2,296071_0_23,0
2,346985_9_11,0
2,174426_1_1,0
2,340777_1_22,1
2,98486_0_30,0
2,296909_3_3,0
2,361138_0_6,0
2,310585_0_9,0
2,471867_0_8,0
2,127561_0_1,0
2,447813_0_32,1
2,113142_1_72,0
2,296034_0_45,1
2,86725_1_2,0
2,531664_0_31,1
2,259005_0_26,0
2,232694_0_1,0
2,112253_0_101,1
2,440004_2_3,1
2,355091_0_27,1
2,261116_0_4,1
2,98227_0_51,0
2,461859_1_3,1
2,527730_0_3,1
2,198085_1_42,1
2,354833_0_12,1
2,98155_0_27,0
2,227856_0_54,1
2,40018_0_41,1
2,22220_0_9,0
2,29761_0_7,1
2,550004_0_17,0
2,474197_0_43,0
2,515007_0_0,0
2,321305_1_4,0
2,77670_0_6,1
2,524494_0_12,0
2,421770_0_9,1
2,521701_0_8,0
2,374416_0_175,1
2,186860_2_13,0
2,73443_11_15,1
2,65184_1_44,1
2,24006_1_15,0
2,394994_1_24,1
2,507758_0_20,0
2,371633_3_3,0
2,505350_0_19,1
2,55776_0_10,0
2,98412_0_3,1
2,98464_0_12,0
2,76472_0_12,0
2,422647_0_13,1
2,98455_0_3,0
2,98854_0_11,0
2,524184_1_11,1
2,283812_0_3,0
2,48051_1_40,1
2,98860_0_5,0
2,428745_0_14,0
2,159911_0_16,1
2,98349_0_6,0
2,20774_103_6,0
2,491935_0_38,1
2,48289_0_28,1
2,354_4_13,1
2,167422_0_4,1
2,165165_0_6,0
2,98892_0_70,0
2,134875_0_5,0
2,112253_1_103,1
2,491325_1_15,1
2,187218_0_4,1
2,110584_3_28,1
2,388729_0_2,0
2,284164_0_33,1
2,427894_0_44,1
2,207809_0_4,1
2,437233_2_1,0
2,452784_0_3,1
2,381849_0_46,1
2,189555_0_13,1
2,105526_4_13,1
2,37545_0_4,1
2,324462_0_2,1
2,516725_0_11,0
2,268819_0_1,0
2,235156_1_4,1
2,410791_1_14,1
2,490044_1_5,0
2,97710_0_37,1
2,98643_3_9,0
2,92916_0_4,0
2,262761_4_27,0
2,3075_0_83,0
2,424539_0_33,0
2,159016_2_9,1
2,453618_0_27,0
2,187453_13_22,1
2,260422_0_23,0
2,498549_0_24,0
2,677_0_39,0
2,400759_42_101,0
2,98506_0_20,0
2,550738_0_63,0
2,337204_0_24,0
2,297418_14_4,1
2,398198_0_40,0
2,224309_2_19,1
2,153989_0_9,1
2,342229_0_77,0
2,376003_1_0,0
2,167833_0_32,1
2,536262_0_13,1
2,98306_0_8,1
2,180955_0_16,0
2,477110_13_21,1
2,215019_2_24,0
2,185885_0_13,0
2,261899_0_23,1
2,182423_0_20,0
2,341942_0_15,0
2,198893_1_39,0
2,46747_0_28,1
2,294929_0_29,1
2,98720_0_0,0
2,372127_0_39,0
2,23196_0_84,0
2,139011_0_0,0
2,492576_3_31,0
2,146951_0_1,0
2,432993_2_14,0
2,411679_0_9,1
2,118462_0_34,0
2,470908_0_18,1
2,490584_4_30,1
2,135620_0_10,1
2,252807_0_20,1
2,156674_0_2,0
2,320655_0_3,0
2,45767_0_47,0
2,172595_0_28,1
2,534929_0_7,1
2,502874_0_31,1
2,423771_0_19,1
2,331242_1_11,0
2,98740_0_43,0
2,483326_0_5,1
2,188231_0_20,0
2,314601_0_60,1
2,255125_0_16,0
2,74149_0_62,1
2,527630_0_12,0
2,402824_0_44,0
2,118730_0_29,1
2,514532_0_9,0
2,105107_0_36,0
2,236520_0_12,0
2,125116_0_0,0
2,82495_0_16,1
2,516908_0_67,1
